movie_id,movie_name,movie_year,duration_min,rated,movie_rating,vote_count
1,1. The Shawshank Redemption,1994,142,R,9.3,2900000.0
2,2. The Godfather,1972,175,R,9.2,2000000.0
3,3. The Dark Knight,2008,152,PG-13,9.0,2800000.0
4,4. The Godfather Part II,1974,202,R,9.0,1400000.0
5,5. 12 Angry Men,1957,96,Approved,9.0,853000.0
6,6. Schindler's List,1993,195,R,9.0,1400000.0
7,7. The Lord of the Rings: The Return of the King,2003,201,PG-13,9.0,2000000.0
8,8. Pulp Fiction,1994,154,R,8.9,2200000.0
9,9. The Lord of the Rings: The Fellowship of the Ring,2001,178,PG-13,8.9,2000000.0
10,"10. The Good, the Bad and the Ugly",1966,178,Approved,8.8,803000.0
11,11. Forrest Gump,1994,142,PG-13,8.8,2200000.0
12,12. The Lord of the Rings: The Two Towers,2002,179,PG-13,8.8,1800000.0
13,13. Fight Club,1999,139,R,8.8,2300000.0
14,14. Inception,2010,148,PG-13,8.8,2500000.0
15,15. Star Wars: Episode V - The Empire Strikes Back,1980,124,PG,8.7,1400000.0
16,16. The Matrix,1999,136,R,8.7,2000000.0
17,17. Goodfellas,1990,145,R,8.7,1200000.0
18,18. One Flew Over the Cuckoo's Nest,1975,133,R,8.7,1100000.0
19,19. Se7en,1995,127,R,8.6,1800000.0
20,20. It's a Wonderful Life,1946,130,PG,8.6,495000.0
21,21. Interstellar,2014,169,PG-13,8.7,2100000.0
22,22. Seven Samurai,1954,207,Not Rated,8.6,364000.0
23,23. The Silence of the Lambs,1991,118,R,8.6,1500000.0
24,24. Saving Private Ryan,1998,169,R,8.6,1500000.0
25,25. City of God,2002,130,R,8.6,794000.0
26,26. Life Is Beautiful,1997,116,PG-13,8.6,736000.0
27,27. The Green Mile,1999,189,R,8.6,1400000.0
28,28. Terminator 2: Judgment Day,1991,137,R,8.6,1200000.0
29,29. Star Wars: Episode IV - A New Hope,1977,121,PG,8.6,1400000.0
30,30. Back to the Future,1985,116,PG,8.5,1300000.0
31,31. Spirited Away,2001,125,PG,8.6,836000.0
32,32. Spider-Man: Across the Spider-Verse,2023,140,PG,8.6,344000.0
33,33. The Pianist,2002,150,R,8.5,901000.0
34,34. Parasite,2019,132,R,8.5,934000.0
35,35. Psycho,1960,109,R,8.5,712000.0
36,36. Gladiator,2000,155,R,8.5,1600000.0
37,37. The Lion King,1994,88,G,8.5,1100000.0
38,38. Léon: The Professional,1994,110,R,8.5,1200000.0
39,39. The Departed,2006,151,R,8.5,1400000.0
40,40. American History X,1998,119,R,8.5,1200000.0
41,41. Whiplash,2014,106,R,8.5,969000.0
42,42. The Prestige,2006,130,PG-13,8.5,1400000.0
43,43. Grave of the Fireflies,1988,89,Not Rated,8.5,305000.0
44,44. Harakiri,1962,133,Not Rated,8.6,67000.0
45,45. The Usual Suspects,1995,106,R,8.5,1100000.0
46,46. Casablanca,1942,102,PG,8.5,601000.0
47,47. The Intouchables,2011,112,R,8.5,918000.0
48,48. Modern Times,1936,87,G,8.5,257000.0
49,49. Cinema Paradiso,1988,174,PG,8.5,280000.0
50,50. 12th Fail,2023,147,-1,9.1,96000.0
51,51. Rear Window,1954,112,PG,8.5,518000.0
52,52. Once Upon a Time in the West,1968,166,PG-13,8.5,347000.0
53,53. Alien,1979,117,R,8.5,940000.0
54,54. City Lights,1931,87,G,8.5,194000.0
55,55. Apocalypse Now,1979,147,R,8.4,704000.0
56,56. Django Unchained,2012,165,R,8.5,1700000.0
57,57. Memento,2000,113,R,8.4,1300000.0
58,58. WALL·E,2008,98,G,8.4,1200000.0
59,59. Raiders of the Lost Ark,1981,115,PG,8.4,1000000.0
60,60. The Lives of Others,2006,137,R,8.4,407000.0
61,61. Sunset Blvd.,1950,110,Passed,8.4,234000.0
62,62. Paths of Glory,1957,88,Approved,8.4,210000.0
63,63. Avengers: Infinity War,2018,149,PG-13,8.4,1200000.0
64,64. Spider-Man: Into the Spider-Verse,2018,117,PG,8.4,658000.0
65,65. The Shining,1980,146,R,8.4,1100000.0
66,66. Witness for the Prosecution,1957,116,Approved,8.4,136000.0
67,67. The Great Dictator,1940,125,G,8.4,236000.0
68,68. Aliens,1986,137,R,8.4,756000.0
69,69. Inglourious Basterds,2009,153,R,8.4,1600000.0
70,70. The Dark Knight Rises,2012,164,PG-13,8.4,1800000.0
71,71. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,PG,8.4,514000.0
72,72. American Beauty,1999,122,R,8.3,1200000.0
73,73. Oldboy,2003,-1,R,8.3,627000.0
74,74. Coco,2017,105,PG,8.4,579000.0
75,75. Amadeus,1984,160,PG,8.4,424000.0
76,76. Toy Story,1995,81,G,8.3,1100000.0
77,77. The Boat,1981,149,-1,8.4,263000.0
78,78. Braveheart,1995,178,R,8.3,1100000.0
79,79. Avengers: Endgame,2019,181,PG-13,8.4,1200000.0
80,80. Joker,2019,122,R,8.4,1500000.0
81,81. Princess Mononoke,1997,134,PG-13,8.3,428000.0
82,82. Oppenheimer,2023,-1,R,8.4,630000.0
83,83. Good Will Hunting,1997,126,R,8.3,1100000.0
84,84. Your Name.,2016,106,TV-PG,8.4,313000.0
85,85. Once Upon a Time in America,1984,229,R,8.3,374000.0
86,86. High and Low,1963,143,Not Rated,8.4,52000.0
87,87. 3 Idiots,2009,170,PG-13,8.4,429000.0
88,88. Singin' in the Rain,1952,103,G,8.3,258000.0
89,89. Capernaum,2018,126,R,8.4,103000.0
90,90. Requiem for a Dream,2000,102,Unrated,8.3,891000.0
91,91. Come and See,1985,142,Not Rated,8.4,95000.0
92,92. Toy Story 3,2010,103,G,8.3,885000.0
93,93. Star Wars: Episode VI - Return of the Jedi,1983,131,PG,8.3,1100000.0
94,94. Poor Things,2023,141,R,8.4,81000.0
95,95. Eternal Sunshine of the Spotless Mind,2004,108,R,8.3,1100000.0
96,96. The Hunt,2012,115,R,8.3,360000.0
97,97. 2001: A Space Odyssey,1968,149,G,8.3,712000.0
98,98. Reservoir Dogs,1992,99,R,8.3,1100000.0
99,99. Ikiru,1952,143,Not Rated,8.3,86000.0
100,100. Lawrence of Arabia,1962,218,Approved,8.3,311000.0
101,101. The Apartment,1960,125,Approved,8.3,195000.0
102,102. Citizen Kane,1941,119,PG,8.3,462000.0
103,103. North by Northwest,1959,136,Approved,8.3,344000.0
104,104. M,1931,99,Passed,8.3,167000.0
105,105. Vertigo,1958,128,PG,8.3,423000.0
106,106. Double Indemnity,1944,107,Passed,8.3,166000.0
107,107. Scarface,1983,170,18+,8.3,906000.0
108,108. Amélie,2001,122,R,8.3,789000.0
109,109. Incendies,2010,131,R,8.3,195000.0
110,110. Full Metal Jacket,1987,116,R,8.3,783000.0
111,111. A Clockwork Orange,1971,136,X,8.3,874000.0
112,112. Heat,1995,170,R,8.3,711000.0
113,113. Up,2009,96,PG,8.3,1100000.0
114,114. To Kill a Mockingbird,1962,129,Approved,8.3,331000.0
115,115. The Sting,1973,129,PG,8.3,277000.0
116,116. A Separation,2011,123,PG-13,8.3,257000.0
117,117. Indiana Jones and the Last Crusade,1989,127,PG-13,8.2,805000.0
118,118. Die Hard,1988,132,R,8.2,938000.0
119,119. Hamilton,2020,160,PG-13,8.3,111000.0
120,120. Metropolis,1927,153,Not Rated,8.3,184000.0
121,121. Like Stars on Earth,2007,162,PG,8.3,205000.0
122,122. Snatch,2000,102,R,8.2,901000.0
123,123. Bicycle Thieves,1948,89,Not Rated,8.3,174000.0
124,124. L.A. Confidential,1997,138,R,8.2,613000.0
125,125. 1917,2019,119,R,8.2,663000.0
126,126. Taxi Driver,1976,114,R,8.2,909000.0
127,127. Downfall,2004,156,R,8.2,372000.0
128,128. Dangal,2016,161,Not Rated,8.3,208000.0
129,129. For a Few Dollars More,1965,132,R,8.2,272000.0
130,130. Batman Begins,2005,140,PG-13,8.2,1600000.0
131,131. Some Like It Hot,1959,121,Passed,8.2,281000.0
132,132. The Wolf of Wall Street,2013,-1,R,8.2,1600000.0
133,133. The Kid,1921,68,Passed,8.2,134000.0
134,134. Green Book,2018,130,PG-13,8.2,556000.0
135,135. The Father,2020,97,PG-13,8.2,188000.0
136,136. Top Gun: Maverick,2022,130,PG-13,8.3,673000.0
137,137. Judgment at Nuremberg,1961,179,Approved,8.3,84000.0
138,138. All About Eve,1950,138,Passed,8.2,138000.0
139,139. The Truman Show,1998,103,PG,8.2,1200000.0
140,140. There Will Be Blood,2007,158,R,8.2,635000.0
141,141. Shutter Island,2010,138,R,8.2,1400000.0
142,142. Casino,1995,178,R,8.2,558000.0
143,143. Ran,1985,160,R,8.2,135000.0
144,144. Jurassic Park,1993,127,PG-13,8.2,1100000.0
145,145. The Sixth Sense,1999,107,PG-13,8.2,1000000.0
146,146. Pan's Labyrinth,2006,118,R,8.2,698000.0
147,147. Unforgiven,1992,130,R,8.2,433000.0
148,148. A Beautiful Mind,2001,135,PG-13,8.2,979000.0
149,149. No Country for Old Men,2007,122,R,8.2,1000000.0
150,150. The Treasure of the Sierra Madre,1948,126,Passed,8.2,131000.0
151,151. The Thing,1982,109,R,8.2,461000.0
152,152. Yojimbo,1961,110,Not Rated,8.2,130000.0
153,153. Kill Bill: Vol. 1,2003,111,R,8.2,1200000.0
154,154. Monty Python and the Holy Grail,1975,91,PG,8.2,566000.0
155,155. The Great Escape,1963,172,Approved,8.2,257000.0
156,156. Finding Nemo,2003,100,G,8.2,1100000.0
157,157. Rashomon,1950,88,Not Rated,8.2,179000.0
158,158. The Elephant Man,1980,124,PG,8.2,256000.0
159,159. Howl's Moving Castle,2004,119,PG,8.2,441000.0
160,160. Chinatown,1974,130,R,8.1,346000.0
161,161. Prisoners,2013,153,R,8.1,796000.0
162,162. Dial M for Murder,1954,105,PG,8.2,187000.0
163,163. Gone with the Wind,1939,238,Passed,8.2,331000.0
164,164. V for Vendetta,2005,132,R,8.2,1200000.0
165,"165. Lock, Stock and Two Smoking Barrels",1998,107,R,8.1,611000.0
166,166. The Secret in Their Eyes,2009,129,R,8.2,221000.0
167,167. Raging Bull,1980,129,R,8.1,377000.0
168,168. Inside Out,2015,95,PG,8.1,775000.0
169,"169. Three Billboards Outside Ebbing, Missouri",2017,115,R,8.1,549000.0
170,170. Trainspotting,1996,93,R,8.1,720000.0
171,171. The Bridge on the River Kwai,1957,161,PG,8.1,232000.0
172,172. Spider-Man: No Way Home,2021,148,PG-13,8.2,862000.0
173,173. Fargo,1996,98,R,8.1,719000.0
174,174. Godzilla Minus One,2023,124,PG-13,8.3,43000.0
175,175. Warrior,2011,140,PG-13,8.1,494000.0
176,176. Klaus,2019,96,PG,8.2,186000.0
177,177. Catch Me If You Can,2002,141,PG-13,8.1,1100000.0
178,178. Gran Torino,2008,116,R,8.1,809000.0
179,179. My Neighbor Totoro,1988,86,G,8.1,374000.0
180,180. Million Dollar Baby,2004,132,PG-13,8.1,717000.0
181,181. Harry Potter and the Deathly Hallows: Part 2,2011,130,PG-13,8.1,938000.0
182,182. Children of Heaven,1997,89,PG,8.2,80000.0
183,183. 12 Years a Slave,2013,134,R,8.1,736000.0
184,184. Blade Runner,1982,117,R,8.1,815000.0
185,185. Before Sunrise,1995,101,R,8.1,335000.0
186,186. The Grand Budapest Hotel,2014,99,R,8.1,877000.0
187,187. Ben-Hur,1959,212,G,8.1,251000.0
188,188. Barry Lyndon,1975,185,PG,8.1,181000.0
189,189. Gone Girl,2014,149,R,8.1,1100000.0
190,190. The Gold Rush,1925,95,Passed,8.1,118000.0
191,191. Hacksaw Ridge,2016,139,R,8.1,585000.0
192,192. In the Name of the Father,1993,133,R,8.1,186000.0
193,193. Memories of Murder,2003,132,Not Rated,8.1,212000.0
194,194. On the Waterfront,1954,108,Approved,8.1,163000.0
195,195. The General,1926,78,Passed,8.1,97000.0
196,196. Dead Poets Society,1989,128,PG,8.1,537000.0
197,197. The Deer Hunter,1978,183,R,8.1,359000.0
198,198. Wild Tales,2014,122,R,8.1,214000.0
199,199. Mad Max: Fury Road,2015,-1,R,8.1,1100000.0
200,200. Sherlock Jr.,1924,-1,Passed,8.2,56000.0
201,201. Wild Strawberries,1957,91,Not Rated,8.1,114000.0
202,"202. Monsters, Inc.",2001,92,G,8.1,969000.0
203,203. The Third Man,1949,93,Approved,8.1,180000.0
204,204. The Wages of Fear,1953,131,Not Rated,8.2,66000.0
205,205. Jaws,1975,124,PG,8.1,653000.0
206,206. How to Train Your Dragon,2010,98,PG,8.1,792000.0
207,207. Mary and Max,2009,92,Not Rated,8.1,186000.0
208,208. Mr. Smith Goes to Washington,1939,129,Passed,8.1,121000.0
209,209. Ford v Ferrari,2019,152,PG-13,8.1,456000.0
210,210. Ratatouille,2007,111,G,8.1,812000.0
211,211. The Seventh Seal,1957,96,Not Rated,8.1,197000.0
212,212. Room,2015,118,R,8.1,446000.0
213,213. The Big Lebowski,1998,117,R,8.1,853000.0
214,214. Tokyo Story,1953,136,Not Rated,8.1,68000.0
215,215. Rocky,1976,-1,PG,8.1,622000.0
216,216. Hotel Rwanda,2004,121,PG-13,8.1,370000.0
217,217. Logan,2017,137,R,8.1,820000.0
218,218. Spotlight,2015,129,R,8.1,498000.0
219,219. Platoon,1986,-1,R,8.1,436000.0
220,220. The Terminator,1984,107,R,8.1,916000.0
221,221. The Passion of Joan of Arc,1928,114,Passed,8.1,60000.0
222,222. Jai Bhim,2021,164,TV-MA,8.7,216000.0
223,223. Before Sunset,2004,80,R,8.1,285000.0
224,224. The Best Years of Our Lives,1946,170,Approved,8.1,70000.0
225,225. La haine,1995,98,Not Rated,8.1,193000.0
226,226. Rush,2013,123,R,8.1,508000.0
227,227. The Exorcist,1973,122,R,8.1,450000.0
228,228. Network,1976,121,R,8.1,169000.0
229,229. Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,PG-13,8.1,1200000.0
230,230. Stand by Me,1986,89,R,8.1,437000.0
231,231. The Wizard of Oz,1939,102,G,8.1,425000.0
232,232. The Incredibles,2004,115,PG,8.0,799000.0
233,233. Into the Wild,2007,148,R,8.1,653000.0
234,234. Hachi: A Dog's Tale,2009,93,G,8.1,308000.0
235,235. The Handmaiden,2016,145,Not Rated,8.1,169000.0
236,236. My Father and My Son,2005,112,Not Rated,8.2,92000.0
237,237. To Be or Not to Be,1942,99,Passed,8.1,42000.0
238,238. Groundhog Day,1993,101,PG,8.0,678000.0
239,239. The Battle of Algiers,1966,121,Not Rated,8.1,65000.0
240,240. The Grapes of Wrath,1940,129,Passed,8.1,99000.0
241,241. The Sound of Music,1965,172,G,8.1,258000.0
242,242. Amores Perros,2000,154,R,8.1,251000.0
243,243. Rebecca,1940,130,Approved,8.1,145000.0
244,244. Cool Hand Luke,1967,127,GP,8.1,187000.0
245,245. The Iron Giant,1999,86,PG,8.1,223000.0
246,246. The Help,2011,146,PG-13,8.1,488000.0
247,247. It Happened One Night,1934,105,Passed,8.1,111000.0
248,248. The 400 Blows,1959,99,Not Rated,8.1,127000.0
249,249. Aladdin,1992,90,G,8.0,461000.0
250,250. Drishyam,2015,163,Not Rated,8.2,93000.0
